"COUNTRY","Country","SEX","Gender","REF_SECTOR","Reference sector","INTENSITY","Intensity","EDUCATION_LEV","Education level","UNIT_MEASURE","Unit","YEAR","Year","Value","Flag Codes","Flags"
"GBR","United Kingdom","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2018","2018",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2019","2019",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2013","2013",206828,,
"GBR","United Kingdom","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2014","2014",201043,,
"GBR","United Kingdom","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2015","2015",199479,,
"GBR","United Kingdom","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2016","2016",195331,,
"GBR","United Kingdom","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2017","2017",198448,,
"GBR","United Kingdom","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2018","2018",195617,,
"GBR","United Kingdom","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2019","2019",205735,,
"GBR","United Kingdom","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2013","2013",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2014","2014",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2015","2015",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2016","2016",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2017","2017",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2018","2018",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2019","2019",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2013","2013",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2014","2014",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2015","2015",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2016","2016",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2017","2017",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2018","2018",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2019","2019",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2013","2013",109058,,
"GBR","United Kingdom","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2014","2014",111395,,
"GBR","United Kingdom","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2015","2015",112800,,
"GBR","United Kingdom","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2016","2016",113003,,
"GBR","United Kingdom","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2017","2017",112289,,
"GBR","United Kingdom","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2018","2018",111257,,
"GBR","United Kingdom","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2019","2019",112545,,
"GBR","United Kingdom","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2013","2013",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2014","2014",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2015","2015",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2016","2016",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2017","2017",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2018","2018",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2019","2019",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2013","2013",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2014","2014",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2015","2015",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2016","2016",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2017","2017",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2018","2018",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2019","2019",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2013","2013",79667,,
"GBR","United Kingdom","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2014","2014",81913,,
"GBR","United Kingdom","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2015","2015",83691,,
"GBR","United Kingdom","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2016","2016",84670,,
"GBR","United Kingdom","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2017","2017",84571,,
"GBR","United Kingdom","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2018","2018",84043,,
"GBR","United Kingdom","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2019","2019",85391,,
"GBR","United Kingdom","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2013","2013",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2014","2014",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2015","2015",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2016","2016",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2017","2017",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2018","2018",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2019","2019",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2013","2013",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2014","2014",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2015","2015",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2016","2016",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2017","2017",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2018","2018",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2019","2019",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2013","2013",29391,,
"GBR","United Kingdom","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2014","2014",29482,,
"GBR","United Kingdom","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2015","2015",29109,,
"GBR","United Kingdom","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2016","2016",28333,,
"GBR","United Kingdom","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2017","2017",27718,,
"GBR","United Kingdom","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2018","2018",27214,,
"GBR","United Kingdom","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2019","2019",27154,,
"GBR","United Kingdom","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2013","2013",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2014","2014",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2015","2015",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2016","2016",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2017","2017",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2018","2018",,"m","Missing value; data cannot exist"
"GBR","United Kingdom","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_8","Doctoral or equivalent level","PN","Pure number","2019","2019",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2013","2013",6685382.821,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2014","2014",6617148.027,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2015","2015",6572547.316,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2016","2016",6523031.329,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2017","2017",6321768.869,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2018","2018",6296452.77,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2019","2019",6285786.291,,
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2013","2013",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2014","2014",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2015","2015",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2016","2016",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2017","2017",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2018","2018",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2019","2019",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2013","2013",744246.978,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2014","2014",718044.751,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2015","2015",704286.519,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2016","2016",672000.352,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2017","2017",593379.047,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2018","2018",582352.591,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2019","2019",561203.414,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2013","2013",2929501.358,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2014","2014",2903258.22,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2015","2015",2874315.617,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2016","2016",2852923.384,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2017","2017",2555251.347,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2018","2018",2554091.892,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2019","2019",2532799.761,,
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2013","2013",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2014","2014",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2015","2015",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2016","2016",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2017","2017",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2018","2018",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2019","2019",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2013","2013",508543.057,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2014","2014",492262.319,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2015","2015",479252.166,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2016","2016",456820.259,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2017","2017",375495.077,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2018","2018",367762.566,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2019","2019",361697.717,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2013","2013",3755881.463,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2014","2014",3713889.807,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2015","2015",3698231.699,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2016","2016",3670107.945,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2017","2017",3766517.522,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2018","2018",3742360.878,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2019","2019",3752986.529,,
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2013","2013",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2014","2014",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2015","2015",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2016","2016",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2017","2017",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2018","2018",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2019","2019",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2013","2013",235703.921,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2014","2014",225782.432,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2015","2015",225034.353,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2016","2016",215180.093,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2017","2017",217883.971,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2018","2018",214590.025,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2019","2019",199505.697,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2013","2013",6320760.395,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2014","2014",6261916.462,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2015","2015",6209083.281,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2016","2016",6163070.678,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2017","2017",6222166.516,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2018","2018",6210037.622,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2019","2019",6171318.867,,
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2013","2013",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2014","2014",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2015","2015",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2016","2016",,"m","Missing value; data cannot exist"
