"COUNTRY","Country","SEX","Gender","REF_SECTOR","Reference sector","INTENSITY","Intensity","EDUCATION_LEV","Education level","UNIT_MEASURE","Unit","YEAR","Year","Value","Flag Codes","Flags"
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2014","2014",271,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2015","2015",233,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2016","2016",250,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2017","2017",378,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2018","2018",427,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2019","2019",473,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2013","2013",249,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2014","2014",272,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2015","2015",252,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2016","2016",219,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2017","2017",214,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2018","2018",161,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2019","2019",151,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2013","2013",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2014","2014",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2015","2015",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2016","2016",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2017","2017",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2018","2018",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2019","2019",0,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2013","2013",96,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2014","2014",175,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2015","2015",173,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2016","2016",170,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2017","2017",276,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2018","2018",332,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2019","2019",396,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2013","2013",139,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2014","2014",134,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2015","2015",130,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2016","2016",136,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2017","2017",130,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2018","2018",85,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2019","2019",59,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2013","2013",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2014","2014",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2015","2015",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2016","2016",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2017","2017",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2018","2018",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2019","2019",0,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2013","2013",107,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2014","2014",96,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2015","2015",60,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2016","2016",80,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2017","2017",102,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2018","2018",95,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2019","2019",77,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2013","2013",110,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2014","2014",138,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2015","2015",122,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2016","2016",83,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2017","2017",84,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2018","2018",76,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2019","2019",92,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2013","2013",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2014","2014",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2015","2015",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2016","2016",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2017","2017",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2018","2018",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_5","Short-cycle tertiary education","PN","Pure number","2019","2019",0,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2013","2013",11197,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2014","2014",11104,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2015","2015",10400,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2016","2016",10202,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2017","2017",9787,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2018","2018",9460,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2019","2019",9773,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2013","2013",2571,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2014","2014",2871,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2015","2015",2993,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2016","2016",2873,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2017","2017",2750,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2018","2018",2729,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2019","2019",2707,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2013","2013",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2014","2014",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2015","2015",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2016","2016",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2017","2017",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2018","2018",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2019","2019",0,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2013","2013",8178,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2014","2014",6486,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2015","2015",7769,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2016","2016",7110,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2017","2017",6976,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2018","2018",6793,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2019","2019",7088,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2013","2013",2170,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2014","2014",2490,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2015","2015",2640,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2016","2016",2542,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2017","2017",2392,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2018","2018",2361,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2019","2019",2337,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2013","2013",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2014","2014",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2015","2015",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2016","2016",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2017","2017",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2018","2018",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2019","2019",0,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2013","2013",3019,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2014","2014",4618,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2015","2015",2631,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2016","2016",3092,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2017","2017",2811,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2018","2018",2667,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2019","2019",2685,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2013","2013",401,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2014","2014",381,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2015","2015",353,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2016","2016",331,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2017","2017",358,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2018","2018",368,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2019","2019",370,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2013","2013",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2014","2014",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2015","2015",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2016","2016",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2017","2017",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2018","2018",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2019","2019",0,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2013","2013",3675,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2014","2014",4073,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2015","2015",3635,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2016","2016",3653,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2017","2017",3435,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2018","2018",3517,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","_T","Full- and part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2019","2019",3630,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2013","2013",732,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2014","2014",819,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2015","2015",908,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2016","2016",928,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2017","2017",934,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2018","2018",904,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2019","2019",986,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2013","2013",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2014","2014",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2015","2015",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2016","2016",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2017","2017",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2018","2018",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2019","2019",0,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2013","2013",2110,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2014","2014",2186,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2015","2015",2282,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2016","2016",2130,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2017","2017",2051,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2018","2018",2111,,
"ISL","Iceland","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2019","2019",2145,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2013","2013",545,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2014","2014",618,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2015","2015",554,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2016","2016",582,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2017","2017",526,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2018","2018",571,,
"ISL","Iceland","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2019","2019",574,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2013","2013",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2014","2014",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2015","2015",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2016","2016",0,,
"ISL","Iceland","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_7","Master’s or equivalent level","PN","Pure number","2017","2017",0,,
